mab_uid,mab_id,pubmed_id,pdb_id,uniprot_accession,virus_taxonid,virus_name,family,species,disease_id,disease_name,organism,target protein,target type,target,target name,structural sub_domains,assay type,assay,quantitative measure,unit
1156_MHRP-Z1102,MHRP-Z1102,32015557,6NIP; 6MTX,,11070,Dengue Virus4,Flavivirus,West Nile Virus,12206,dengue hemorrhagic fever,West Nile virus (strain NY-99) (West Nile Virus) (West Nile virus (strain NY-1999)),Genome polyprotein; Envelope protein E,Protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISA; X-ray crystallography (IC50),41.2,ng/ml
1157_MHRP-Z1090,MHRP-Z1090,32015557,6NIP; 6MTX,,64320,Zika Virus,Flavivirus,West Nile Virus,60478,zika fever,West Nile virus (strain NY-99) (West Nile Virus) (West Nile virus (strain NY-1999)),Genome polyprotein; Envelope protein E,Protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISA; X-ray crystallography (IC50),50000,ng/ml
1158_MHRP-Z1090,MHRP-Z1090,32015557,6NIP; 6MTX,,11053,Dengue Virus1,Flavivirus,West Nile Virus,12205,dengue disease,West Nile virus (strain NY-99) (West Nile Virus) (West Nile virus (strain NY-1999)),Genome polyprotein; Envelope protein E,Protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISA; X-ray crystallography (IC50),54.4,ng/ml
1159_MHRP-Z1090,MHRP-Z1090,32015557,6NIP; 6MTX,,11060,Dengue Virus2,Flavivirus,West Nile Virus,12206,dengue hemorrhagic fever,West Nile virus (strain NY-99) (West Nile Virus) (West Nile virus (strain NY-1999)),Genome polyprotein; Envelope protein E,Protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISA; X-ray crystallography (IC50),92.2,ng/ml
1160_MHRP-Z1090,MHRP-Z1090,32015557,6NIP; 6MTX,,11069,Dengue Virus3,Flavivirus,West Nile Virus,12206,dengue hemorrhagic fever,West Nile virus (strain NY-99) (West Nile Virus) (West Nile virus (strain NY-1999)),Genome polyprotein; Envelope protein E,Protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISA; X-ray crystallography (IC50),3154.3,ng/ml
1161_MHRP-Z1090,MHRP-Z1090,32015557,6NIP; 6MTX,,11070,Dengue Virus4,Flavivirus,West Nile Virus,12206,dengue hemorrhagic fever,West Nile virus (strain NY-99) (West Nile Virus) (West Nile virus (strain NY-1999)),Genome polyprotein; Envelope protein E,Protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISA; X-ray crystallography (IC50),42.7,ng/ml
1162_MHRP-Z1084,MHRP-Z1084,32015557,6NIP; 6MTX,,64320,Zika Virus,Flavivirus,West Nile Virus,60478,zika fever,West Nile virus (strain NY-99) (West Nile Virus) (West Nile virus (strain NY-1999)),Genome polyprotein; Envelope protein E,Protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISA; X-ray crystallography (IC50),50000,ng/ml
1163_MHRP-Z1084,MHRP-Z1084,32015557,6NIP; 6MTX,,11053,Dengue Virus1,Flavivirus,West Nile Virus,12205,dengue disease,West Nile virus (strain NY-99) (West Nile Virus) (West Nile virus (strain NY-1999)),Genome polyprotein; Envelope protein E,Protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISA; X-ray crystallography (IC50),63.2,ng/ml
1164_MHRP-Z1084,MHRP-Z1084,32015557,6NIP; 6MTX,,11060,Dengue Virus2,Flavivirus,West Nile Virus,12206,dengue hemorrhagic fever,West Nile virus (strain NY-99) (West Nile Virus) (West Nile virus (strain NY-1999)),Genome polyprotein; Envelope protein E,Protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISA; X-ray crystallography (IC50),72.3,ng/ml
1165_MHRP-Z1084,MHRP-Z1084,32015557,6NIP; 6MTX,,11069,Dengue Virus3,Flavivirus,West Nile Virus,12206,dengue hemorrhagic fever,West Nile virus (strain NY-99) (West Nile Virus) (West Nile virus (strain NY-1999)),Genome polyprotein; Envelope protein E,Protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISA; X-ray crystallography (IC50),484.6,ng/ml
1166_MHRP-Z1084,MHRP-Z1084,32015557,6NIP; 6MTX,,11070,Dengue Virus4,Flavivirus,West Nile Virus,12206,dengue hemorrhagic fever,West Nile virus (strain NY-99) (West Nile Virus) (West Nile virus (strain NY-1999)),Genome polyprotein; Envelope protein E,Protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISA; X-ray crystallography (IC50),42.9,ng/ml
1167_MHRP-Z1077,MHRP-Z1077,32015557,6NIP; 6MTX,,64320,Zika Virus,Flavivirus,West Nile Virus,60478,zika fever,West Nile virus (strain NY-99) (West Nile Virus) (West Nile virus (strain NY-1999)),Genome polyprotein; Envelope protein E,Protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISA; X-ray crystallography (IC50),50000,ng/ml
1168_MHRP-Z1077,MHRP-Z1077,32015557,6NIP; 6MTX,,11053,Dengue Virus1,Flavivirus,West Nile Virus,12205,dengue disease,West Nile virus (strain NY-99) (West Nile Virus) (West Nile virus (strain NY-1999)),Genome polyprotein; Envelope protein E,Protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISA; X-ray crystallography (IC50),28.2,ng/ml
1169_MHRP-Z1077,MHRP-Z1077,32015557,6NIP; 6MTX,,11060,Dengue Virus2,Flavivirus,West Nile Virus,12206,dengue hemorrhagic fever,West Nile virus (strain NY-99) (West Nile Virus) (West Nile virus (strain NY-1999)),Genome polyprotein; Envelope protein E,Protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISA; X-ray crystallography (IC50),116.7,ng/ml
1170_MHRP-Z1077,MHRP-Z1077,32015557,6NIP; 6MTX,,11069,Dengue Virus3,Flavivirus,West Nile Virus,12206,dengue hemorrhagic fever,West Nile virus (strain NY-99) (West Nile Virus) (West Nile virus (strain NY-1999)),Genome polyprotein; Envelope protein E,Protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISA; X-ray crystallography (IC50),384.5,ng/ml
1171_MHRP-Z1077,MHRP-Z1077,32015557,6NIP; 6MTX,,11070,Dengue Virus4,Flavivirus,West Nile Virus,12206,dengue hemorrhagic fever,West Nile virus (strain NY-99) (West Nile Virus) (West Nile virus (strain NY-1999)),Genome polyprotein; Envelope protein E,Protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISA; X-ray crystallography (IC50),45.2,ng/ml
1172_MHRP-Z1059,MHRP-Z1059,32015557,6NIP; 6MTX,,64320,Zika Virus,Flavivirus,West Nile Virus,60478,zika fever,West Nile virus (strain NY-99) (West Nile Virus) (West Nile virus (strain NY-1999)),Genome polyprotein; Envelope protein E,Protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISA; X-ray crystallography (IC50),50000,ng/ml
1173_MHRP-Z1059,MHRP-Z1059,32015557,6NIP; 6MTX,,11053,Dengue Virus1,Flavivirus,West Nile Virus,12205,dengue disease,West Nile virus (strain NY-99) (West Nile Virus) (West Nile virus (strain NY-1999)),Genome polyprotein; Envelope protein E,Protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISA; X-ray crystallography (IC50),170.5,ng/ml
1174_MHRP-Z1059,MHRP-Z1059,32015557,6NIP; 6MTX,,11060,Dengue Virus2,Flavivirus,West Nile Virus,12206,dengue hemorrhagic fever,West Nile virus (strain NY-99) (West Nile Virus) (West Nile virus (strain NY-1999)),Genome polyprotein; Envelope protein E,Protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISA; X-ray crystallography (IC50),99.7,ng/ml
1175_MHRP-Z1059,MHRP-Z1059,32015557,6NIP; 6MTX,,11069,Dengue Virus3,Flavivirus,West Nile Virus,12206,dengue hemorrhagic fever,West Nile virus (strain NY-99) (West Nile Virus) (West Nile virus (strain NY-1999)),Genome polyprotein; Envelope protein E,Protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISA; X-ray crystallography (IC50),3269.4,ng/ml
1176_MHRP-Z1059,MHRP-Z1059,32015557,6NIP; 6MTX,,11070,Dengue Virus4,Flavivirus,West Nile Virus,12206,dengue hemorrhagic fever,West Nile virus (strain NY-99) (West Nile Virus) (West Nile virus (strain NY-1999)),Genome polyprotein; Envelope protein E,Protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISA; X-ray crystallography (IC50),47.8,ng/ml
1177_MHRP-Z1115,MHRP-Z1115,32015557,6NIP; 6MTX,,64320,Zika Virus,Flavivirus,West Nile Virus,60478,zika fever,West Nile virus (strain NY-99) (West Nile Virus) (West Nile virus (strain NY-1999)),Genome polyprotein; Envelope protein E,Protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISA; X-ray crystallography (IC50),50000,ng/ml
1178_MHRP-Z1115,MHRP-Z1115,32015557,6NIP; 6MTX,,11053,Dengue Virus1,Flavivirus,West Nile Virus,12205,dengue disease,West Nile virus (strain NY-99) (West Nile Virus) (West Nile virus (strain NY-1999)),Genome polyprotein; Envelope protein E,Protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISA; X-ray crystallography (IC50),134.4,ng/ml
1179_MHRP-Z1115,MHRP-Z1115,32015557,6NIP; 6MTX,,11060,Dengue Virus2,Flavivirus,West Nile Virus,12206,dengue hemorrhagic fever,West Nile virus (strain NY-99) (West Nile Virus) (West Nile virus (strain NY-1999)),Genome polyprotein; Envelope protein E,Protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISA; X-ray crystallography (IC50),277.2,ng/ml
1180_MHRP-Z1115,MHRP-Z1115,32015557,6NIP; 6MTX,,11069,Dengue Virus3,Flavivirus,West Nile Virus,12206,dengue hemorrhagic fever,West Nile virus (strain NY-99) (West Nile Virus) (West Nile virus (strain NY-1999)),Genome polyprotein; Envelope protein E,Protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISA; X-ray crystallography (IC50),1209.8,ng/ml
1181_MHRP-Z1115,MHRP-Z1115,32015557,6NIP; 6MTX,,11070,Dengue Virus4,Flavivirus,West Nile Virus,12206,dengue hemorrhagic fever,West Nile virus (strain NY-99) (West Nile Virus) (West Nile virus (strain NY-1999)),Genome polyprotein; Envelope protein E,Protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISA; X-ray crystallography (IC50),51,ng/ml
1182_MHRP-Z1068,MHRP-Z1068,32015557,6NIP; 6MTX,,64320,Zika Virus,Flavivirus,West Nile Virus,60478,zika fever,West Nile virus (strain NY-99) (West Nile Virus) (West Nile virus (strain NY-1999)),Genome polyprotein; Envelope protein E,Protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISA; X-ray crystallography (IC50),50000,ng/ml
1183_MHRP-Z1068,MHRP-Z1068,32015557,6NIP; 6MTX,,11053,Dengue Virus1,Flavivirus,West Nile Virus,12205,dengue disease,West Nile virus (strain NY-99) (West Nile Virus) (West Nile virus (strain NY-1999)),Genome polyprotein; Envelope protein E,Protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISA; X-ray crystallography (IC50),104.3,ng/ml
1184_MHRP-Z1068,MHRP-Z1068,32015557,6NIP; 6MTX,,11060,Dengue Virus2,Flavivirus,West Nile Virus,12206,dengue hemorrhagic fever,West Nile virus (strain NY-99) (West Nile Virus) (West Nile virus (strain NY-1999)),Genome polyprotein; Envelope protein E,Protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISA; X-ray crystallography (IC50),222.2,ng/ml
1185_MHRP-Z1068,MHRP-Z1068,32015557,6NIP; 6MTX,,11069,Dengue Virus3,Flavivirus,West Nile Virus,12206,dengue hemorrhagic fever,West Nile virus (strain NY-99) (West Nile Virus) (West Nile virus (strain NY-1999)),Genome polyprotein; Envelope protein E,Protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISA; X-ray crystallography (IC50),2914.2,ng/ml
1186_MHRP-Z1068,MHRP-Z1068,32015557,6NIP; 6MTX,,11070,Dengue Virus4,Flavivirus,West Nile Virus,12206,dengue hemorrhagic fever,West Nile virus (strain NY-99) (West Nile Virus) (West Nile virus (strain NY-1999)),Genome polyprotein; Envelope protein E,Protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISA; X-ray crystallography (IC50),54.8,ng/ml
1187_MHRP-Z1101,MHRP-Z1101,32015557,6NIP; 6MTX,,64320,Zika Virus,Flavivirus,West Nile Virus,60478,zika fever,West Nile virus (strain NY-99) (West Nile Virus) (West Nile virus (strain NY-1999)),Genome polyprotein; Envelope protein E,Protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISA; X-ray crystallography (IC50),50000,ng/ml
1188_MHRP-Z1101,MHRP-Z1101,32015557,6NIP; 6MTX,,11053,Dengue Virus1,Flavivirus,West Nile Virus,12205,dengue disease,West Nile virus (strain NY-99) (West Nile Virus) (West Nile virus (strain NY-1999)),Genome polyprotein; Envelope protein E,Protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISA; X-ray crystallography (IC50),85.4,ng/ml
1189_MHRP-Z1101,MHRP-Z1101,32015557,6NIP; 6MTX,,11060,Dengue Virus2,Flavivirus,West Nile Virus,12206,dengue hemorrhagic fever,West Nile virus (strain NY-99) (West Nile Virus) (West Nile virus (strain NY-1999)),Genome polyprotein; Envelope protein E,Protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISA; X-ray crystallography (IC50),39.7,ng/ml
1190_MHRP-Z1101,MHRP-Z1101,32015557,6NIP; 6MTX,,11069,Dengue Virus3,Flavivirus,West Nile Virus,12206,dengue hemorrhagic fever,West Nile virus (strain NY-99) (West Nile Virus) (West Nile virus (strain NY-1999)),Genome polyprotein; Envelope protein E,Protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISA; X-ray crystallography (IC50),648,ng/ml
1191_MHRP-Z1101,MHRP-Z1101,32015557,6NIP; 6MTX,,11070,Dengue Virus4,Flavivirus,West Nile Virus,12206,dengue hemorrhagic fever,West Nile virus (strain NY-99) (West Nile Virus) (West Nile virus (strain NY-1999)),Genome polyprotein; Envelope protein E,Protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISA; X-ray crystallography (IC50),54.9,ng/ml
1192_MHRP-Z1060,MHRP-Z1060,32015557,6NIP; 6MTX,,64320,Zika Virus,Flavivirus,West Nile Virus,60478,zika fever,West Nile virus (strain NY-99) (West Nile Virus) (West Nile virus (strain NY-1999)),Genome polyprotein; Envelope protein E,Protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISA; X-ray crystallography (IC50),50000,ng/ml
1193_MHRP-Z1060,MHRP-Z1060,32015557,6NIP; 6MTX,,11053,Dengue Virus1,Flavivirus,West Nile Virus,12205,dengue disease,West Nile virus (strain NY-99) (West Nile Virus) (West Nile virus (strain NY-1999)),Genome polyprotein; Envelope protein E,Protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISA; X-ray crystallography (IC50),93.8,ng/ml
1194_MHRP-Z1060,MHRP-Z1060,32015557,6NIP; 6MTX,,11060,Dengue Virus2,Flavivirus,West Nile Virus,12206,dengue hemorrhagic fever,West Nile virus (strain NY-99) (West Nile Virus) (West Nile virus (strain NY-1999)),Genome polyprotein; Envelope protein E,Protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISA; X-ray crystallography (IC50),152.6,ng/ml
1195_MHRP-Z1060,MHRP-Z1060,32015557,6NIP; 6MTX,,11069,Dengue Virus3,Flavivirus,West Nile Virus,12206,dengue hemorrhagic fever,West Nile virus (strain NY-99) (West Nile Virus) (West Nile virus (strain NY-1999)),Genome polyprotein; Envelope protein E,Protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISA; X-ray crystallography (IC50),1245.2,ng/ml
1196_MHRP-Z1060,MHRP-Z1060,32015557,6NIP; 6MTX,,11070,Dengue Virus4,Flavivirus,West Nile Virus,12206,dengue hemorrhagic fever,West Nile virus (strain NY-99) (West Nile Virus) (West Nile virus (strain NY-1999)),Genome polyprotein; Envelope protein E,Protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISA; X-ray crystallography (IC50),59.6,ng/ml
1197_MHRP-Z1015,MHRP-Z1015,32015557,6NIP; 6MTX,,64320,Zika Virus,Flavivirus,West Nile Virus,60478,zika fever,West Nile virus (strain NY-99) (West Nile Virus) (West Nile virus (strain NY-1999)),Genome polyprotein; Envelope protein E,Protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISA; X-ray crystallography (IC50),50000,ng/ml
1198_MHRP-Z1015,MHRP-Z1015,32015557,6NIP; 6MTX,,11053,Dengue Virus1,Flavivirus,West Nile Virus,12205,dengue disease,West Nile virus (strain NY-99) (West Nile Virus) (West Nile virus (strain NY-1999)),Genome polyprotein; Envelope protein E,Protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISA; X-ray crystallography (IC50),314.6,ng/ml
1199_MHRP-Z1015,MHRP-Z1015,32015557,6NIP; 6MTX,,11060,Dengue Virus2,Flavivirus,West Nile Virus,12206,dengue hemorrhagic fever,West Nile virus (strain NY-99) (West Nile Virus) (West Nile virus (strain NY-1999)),Genome polyprotein; Envelope protein E,Protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISA; X-ray crystallography (IC50),183.4,ng/ml
1200_MHRP-Z1015,MHRP-Z1015,32015557,6NIP; 6MTX,,11069,Dengue Virus3,Flavivirus,West Nile Virus,12206,dengue hemorrhagic fever,West Nile virus (strain NY-99) (West Nile Virus) (West Nile virus (strain NY-1999)),Genome polyprotein; Envelope protein E,Protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISA; X-ray crystallography (IC50),2322.9,ng/ml
1201_MHRP-Z1015,MHRP-Z1015,32015557,6NIP; 6MTX,,11070,Dengue Virus4,Flavivirus,West Nile Virus,12206,dengue hemorrhagic fever,West Nile virus (strain NY-99) (West Nile Virus) (West Nile virus (strain NY-1999)),Genome polyprotein; Envelope protein E,Protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISA; X-ray crystallography (IC50),68,ng/ml
1202_MHRP-Z1002,MHRP-Z1002,32015557,6NIP; 6MTX,,64320,Zika Virus,Flavivirus,West Nile Virus,60478,zika fever,West Nile virus (strain NY-99) (West Nile Virus) (West Nile virus (strain NY-1999)),Genome polyprotein; Envelope protein E,Protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISA; X-ray crystallography (IC50),50000,ng/ml
1203_MHRP-Z1002,MHRP-Z1002,32015557,6NIP; 6MTX,,11053,Dengue Virus1,Flavivirus,West Nile Virus,12205,dengue disease,West Nile virus (strain NY-99) (West Nile Virus) (West Nile virus (strain NY-1999)),Genome polyprotein; Envelope protein E,Protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISA; X-ray crystallography (IC50),187.7,ng/ml
1204_MHRP-Z1002,MHRP-Z1002,32015557,6NIP; 6MTX,,11060,Dengue Virus2,Flavivirus,West Nile Virus,12206,dengue hemorrhagic fever,West Nile virus (strain NY-99) (West Nile Virus) (West Nile virus (strain NY-1999)),Genome polyprotein; Envelope protein E,Protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISA; X-ray crystallography (IC50),270.3,ng/ml
1205_MHRP-Z1002,MHRP-Z1002,32015557,6NIP; 6MTX,,11069,Dengue Virus3,Flavivirus,West Nile Virus,12206,dengue hemorrhagic fever,West Nile virus (strain NY-99) (West Nile Virus) (West Nile virus (strain NY-1999)),Genome polyprotein; Envelope protein E,Protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISA; X-ray crystallography (IC50),1943.3,ng/ml
1206_MHRP-Z1002,MHRP-Z1002,32015557,6NIP; 6MTX,,11070,Dengue Virus4,Flavivirus,West Nile Virus,12206,dengue hemorrhagic fever,West Nile virus (strain NY-99) (West Nile Virus) (West Nile virus (strain NY-1999)),Genome polyprotein; Envelope protein E,Protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISA; X-ray crystallography (IC50),69.6,ng/ml
1207_MHRP-Z1074,MHRP-Z1074,32015557,6NIP; 6MTX,,64320,Zika Virus,Flavivirus,West Nile Virus,60478,zika fever,West Nile virus (strain NY-99) (West Nile Virus) (West Nile virus (strain NY-1999)),Genome polyprotein; Envelope protein E,Protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISA; X-ray crystallography (IC50),50000,ng/ml
1208_MHRP-Z1074,MHRP-Z1074,32015557,6NIP; 6MTX,,11053,Dengue Virus1,Flavivirus,West Nile Virus,12205,dengue disease,West Nile virus (strain NY-99) (West Nile Virus) (West Nile virus (strain NY-1999)),Genome polyprotein; Envelope protein E,Protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISA; X-ray crystallography (IC50),865.3,ng/ml
1209_MHRP-Z1074,MHRP-Z1074,32015557,6NIP; 6MTX,,11060,Dengue Virus2,Flavivirus,West Nile Virus,12206,dengue hemorrhagic fever,West Nile virus (strain NY-99) (West Nile Virus) (West Nile virus (strain NY-1999)),Genome polyprotein; Envelope protein E,Protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISA; X-ray crystallography (IC50),147.3,ng/ml
1210_MHRP-Z1074,MHRP-Z1074,32015557,6NIP; 6MTX,,11069,Dengue Virus3,Flavivirus,West Nile Virus,12206,dengue hemorrhagic fever,West Nile virus (strain NY-99) (West Nile Virus) (West Nile virus (strain NY-1999)),Genome polyprotein; Envelope protein E,Protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISA; X-ray crystallography (IC50),9833.7,ng/ml
1211_MHRP-Z1074,MHRP-Z1074,32015557,6NIP; 6MTX,,11070,Dengue Virus4,Flavivirus,West Nile Virus,12206,dengue hemorrhagic fever,West Nile virus (strain NY-99) (West Nile Virus) (West Nile virus (strain NY-1999)),Genome polyprotein; Envelope protein E,Protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISA; X-ray crystallography (IC50),71.8,ng/ml
1212_MHRP-Z1080,MHRP-Z1080,32015557,6NIP; 6MTX,,64320,Zika Virus,Flavivirus,West Nile Virus,60478,zika fever,West Nile virus (strain NY-99) (West Nile Virus) (West Nile virus (strain NY-1999)),Genome polyprotein; Envelope protein E,Protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISA; X-ray crystallography (IC50),50000,ng/ml
1213_MHRP-Z1080,MHRP-Z1080,32015557,6NIP; 6MTX,,11053,Dengue Virus1,Flavivirus,West Nile Virus,12205,dengue disease,West Nile virus (strain NY-99) (West Nile Virus) (West Nile virus (strain NY-1999)),Genome polyprotein; Envelope protein E,Protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISA; X-ray crystallography (IC50),104,ng/ml
1214_MHRP-Z1080,MHRP-Z1080,32015557,6NIP; 6MTX,,11060,Dengue Virus2,Flavivirus,West Nile Virus,12206,dengue hemorrhagic fever,West Nile virus (strain NY-99) (West Nile Virus) (West Nile virus (strain NY-1999)),Genome polyprotein; Envelope protein E,Protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISA; X-ray crystallography (IC50),199,ng/ml
1215_MHRP-Z1080,MHRP-Z1080,32015557,6NIP; 6MTX,,11069,Dengue Virus3,Flavivirus,West Nile Virus,12206,dengue hemorrhagic fever,West Nile virus (strain NY-99) (West Nile Virus) (West Nile virus (strain NY-1999)),Genome polyprotein; Envelope protein E,Protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISA; X-ray crystallography (IC50),1886.9,ng/ml
1216_MHRP-Z1080,MHRP-Z1080,32015557,6NIP; 6MTX,,11070,Dengue Virus4,Flavivirus,West Nile Virus,12206,dengue hemorrhagic fever,West Nile virus (strain NY-99) (West Nile Virus) (West Nile virus (strain NY-1999)),Genome polyprotein; Envelope protein E,Protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISA; X-ray crystallography (IC50),84.4,ng/ml
1217_MHRP-Z1041,MHRP-Z1041,32015557,6NIP; 6MTX,,64320,Zika Virus,Flavivirus,West Nile Virus,60478,zika fever,West Nile virus (strain NY-99) (West Nile Virus) (West Nile virus (strain NY-1999)),Genome polyprotein; Envelope protein E,Protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISA; X-ray crystallography (IC50),50000,ng/ml
1218_MHRP-Z1041,MHRP-Z1041,32015557,6NIP; 6MTX,,11053,Dengue Virus1,Flavivirus,West Nile Virus,12205,dengue disease,West Nile virus (strain NY-99) (West Nile Virus) (West Nile virus (strain NY-1999)),Genome polyprotein; Envelope protein E,Protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISA; X-ray crystallography (IC50),313.5,ng/ml
1219_MHRP-Z1041,MHRP-Z1041,32015557,6NIP; 6MTX,,11060,Dengue Virus2,Flavivirus,West Nile Virus,12206,dengue hemorrhagic fever,West Nile virus (strain NY-99) (West Nile Virus) (West Nile virus (strain NY-1999)),Genome polyprotein; Envelope protein E,Protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISA; X-ray crystallography (IC50),588.7,ng/ml
1220_MHRP-Z1041,MHRP-Z1041,32015557,6NIP; 6MTX,,11069,Dengue Virus3,Flavivirus,West Nile Virus,12206,dengue hemorrhagic fever,West Nile virus (strain NY-99) (West Nile Virus) (West Nile virus (strain NY-1999)),Genome polyprotein; Envelope protein E,Protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISA; X-ray crystallography (IC50),5256.2,ng/ml
1221_MHRP-Z1041,MHRP-Z1041,32015557,6NIP; 6MTX,,11070,Dengue Virus4,Flavivirus,West Nile Virus,12206,dengue hemorrhagic fever,West Nile virus (strain NY-99) (West Nile Virus) (West Nile virus (strain NY-1999)),Genome polyprotein; Envelope protein E,Protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISA; X-ray crystallography (IC50),155.3,ng/ml
1222_MHRP-Z1035,MHRP-Z1035,32015557,6NIP; 6MTX,,64320,Zika Virus,Flavivirus,West Nile Virus,60478,zika fever,West Nile virus (strain NY-99) (West Nile Virus) (West Nile virus (strain NY-1999)),Genome polyprotein; Envelope protein E,Protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISA; X-ray crystallography (IC50),50000,ng/ml
1223_MHRP-Z1035,MHRP-Z1035,32015557,6NIP; 6MTX,,11053,Dengue Virus1,Flavivirus,West Nile Virus,12205,dengue disease,West Nile virus (strain NY-99) (West Nile Virus) (West Nile virus (strain NY-1999)),Genome polyprotein; Envelope protein E,Protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISA; X-ray crystallography (IC50),847.4,ng/ml
1224_MHRP-Z1035,MHRP-Z1035,32015557,6NIP; 6MTX,,11060,Dengue Virus2,Flavivirus,West Nile Virus,12206,dengue hemorrhagic fever,West Nile virus (strain NY-99) (West Nile Virus) (West Nile virus (strain NY-1999)),Genome polyprotein; Envelope protein E,Protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISA; X-ray crystallography (IC50),547.4,ng/ml
1225_MHRP-Z1035,MHRP-Z1035,32015557,6NIP; 6MTX,,11069,Dengue Virus3,Flavivirus,West Nile Virus,12206,dengue hemorrhagic fever,West Nile virus (strain NY-99) (West Nile Virus) (West Nile virus (strain NY-1999)),Genome polyprotein; Envelope protein E,Protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISA; X-ray crystallography (IC50),10150.2,ng/ml
1226_MHRP-Z1035,MHRP-Z1035,32015557,6NIP; 6MTX,,11070,Dengue Virus4,Flavivirus,West Nile Virus,12206,dengue hemorrhagic fever,West Nile virus (strain NY-99) (West Nile Virus) (West Nile virus (strain NY-1999)),Genome polyprotein; Envelope protein E,Protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISA; X-ray crystallography (IC50),157.5,ng/ml
1227_MHRP-Z1117,MHRP-Z1117,32015557,6NIP; 6MTX,,64320,Zika Virus,Flavivirus,West Nile Virus,60478,zika fever,West Nile virus (strain NY-99) (West Nile Virus) (West Nile virus (strain NY-1999)),Genome polyprotein; Envelope protein E,Protein,,Genome polyprotein; Envelope protein E,,Neutralization,ELISA; X-ray crystallography (IC50),50000,ng/ml
